series_release,series_code,series_description,geoAreaCode,X,Y,ISO3CD,geoAreaName,sliceId,Age,Sex,Units,Age_description,Sex_description,Units_description,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,last_5_years_mean,latest_year,latest_value,latest_source,latest_nature,FID
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",598,145.8587761,-6.756057077,PNG,Papua New Guinea,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,93
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",598,145.8587761,-6.756057077,PNG,Papua New Guinea,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,94
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",600,-60.54854225,-21.70216237,PRY,Paraguay,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,95
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",600,-60.54854225,-21.70216237,PRY,Paraguay,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,96
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",604,-71.82093277,-13.58939705,PER,Peru,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,97
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",604,-71.82093277,-13.58939705,PER,Peru,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,98
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",608,120.8601418,14.16591706,PHL,Philippines,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,2.80108856069067,,,,,,,,,,2008,2.801089,DHS,C,99
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",608,120.8601418,14.16591706,PHL,Philippines,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,100
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",612,-128.3225873,-24.37538456,PCN,Pitcairn,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,101
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",612,-128.3225873,-24.37538456,PCN,Pitcairn,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,102
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",616,19.40660158,52.1226733,POL,Poland,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,103
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",616,19.40660158,52.1226733,POL,Poland,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,104
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",620,-7.961599811,39.68509315,PRT,Portugal,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,105
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",620,-7.961599811,39.68509315,PRT,Portugal,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,106
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",624,-14.40182514,12.11760394,GNB,Guinea-Bissau,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,107
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",624,-14.40182514,12.11760394,GNB,Guinea-Bissau,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,108
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",626,125.9451052,-8.797497247,TLS,Timor-Leste,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,0.949610773008656,,,,,,,,2010,0.949611,DHS,C,109
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",626,125.9451052,-8.797497247,TLS,Timor-Leste,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,110
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",630,-66.47591017,18.22753799,PRI,Puerto Rico,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,111
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",630,-66.47591017,18.22753799,PRI,Puerto Rico,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,112
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",634,51.19152467,25.28355379,QAT,Qatar,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,113
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",634,51.19152467,25.28355379,QAT,Qatar,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,114
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",638,55.53171398,-21.13183266,REU,Réunion,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,115
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",638,55.53171398,-21.13183266,REU,Réunion,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,116
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",642,24.98481009,45.83893563,ROU,Romania,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,117
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",642,24.98481009,45.83893563,ROU,Romania,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,118
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",643,99.01404926,61.61899849,RUS,Russian Federation,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,119
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",643,99.01404926,61.61899849,RUS,Russian Federation,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,120
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",646,29.92310194,-1.999842114,RWA,Rwanda,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,9.907455,,9.907455,2015,9.907455,DHS,C,121
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",646,29.92310194,-1.999842114,RWA,Rwanda,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,0.100349,,0.100349,2015,0.100349,DHS,C,122
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",652,-62.83173536,17.89513362,BLM,Saint Barthélemy,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,123
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",652,-62.83173536,17.89513362,BLM,Saint Barthélemy,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,124
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",654,-5.705752501,-15.96503946,SHN,Saint Helena,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,125
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",4,66.02688198,33.83160199,AFG,Afghanistan,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,1.100000,,1.100000,2015,1.100000,DHS,E,126
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",654,-5.705752501,-15.96503946,SHN,Saint Helena,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,127
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",659,-62.76628613,17.33994219,KNA,Saint Kitts and Nevis,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,128
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",659,-62.76628613,17.33994219,KNA,Saint Kitts and Nevis,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,129
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",660,-63.05651612,18.21525315,AIA,Anguilla,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,130
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",660,-63.05651612,18.21525315,AIA,Anguilla,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,131
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",662,-60.96529553,13.89405601,LCA,Saint Lucia,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,132
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",662,-60.96529553,13.89405601,LCA,Saint Lucia,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,133
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",663,-63.04505461,18.0882685,MAF,Saint Martin (French Part),1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,134
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",663,-63.04505461,18.0882685,MAF,Saint Martin (French Part),2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,135
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",666,-56.33682442,46.85812735,SPM,Saint Pierre and Miquelon,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,136
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",666,-56.33682442,46.85812735,SPM,Saint Pierre and Miquelon,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,137
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",670,-61.19024321,13.24627968,VCT,Saint Vincent and the Grenadines,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,138
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",670,-61.19024321,13.24627968,VCT,Saint Vincent and the Grenadines,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,139
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",674,12.46329038,43.93841766,SMR,San Marino,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,140
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",674,12.46329038,43.93841766,SMR,San Marino,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,141
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",678,6.609772265,0.241554875,STP,Sao Tome and Principe,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,3.37889623205311,,,,,,,,,2009,3.378896,DHS,C,142
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",678,6.609772265,0.241554875,STP,Sao Tome and Principe,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,143
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",682,44.54763347,24.12594211,SAU,Saudi Arabia,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,144
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",682,44.54763347,24.12594211,SAU,Saudi Arabia,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,145
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",686,-14.46636926,14.35920905,SEN,Senegal,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,146
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",686,-14.46636926,14.35920905,SEN,Senegal,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,147
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",688,20.805876,44.03145697,SRB,Serbia,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,148
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",688,20.805876,44.03145697,SRB,Serbia,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,149
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",690,55.46561591,-4.678053059,SYC,Seychelles,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,150
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",690,55.46561591,-4.678053059,SYC,Seychelles,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,151
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",694,-11.78306584,8.568604164,SLE,Sierra Leone,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,1.83595419815251,,,,1.835954,2013,1.835954,DHS,C,152
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",694,-11.78306584,8.568604164,SLE,Sierra Leone,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,0.386022,,,,0.386022,2013,0.386022,DHS,C,153
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",702,103.8107883,1.361009155,SGP,Singapore,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,154
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",702,103.8107883,1.361009155,SGP,Singapore,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,155
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",703,19.48495604,48.70741446,SVK,Slovakia,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,156
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",703,19.48495604,48.70741446,SVK,Slovakia,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,157
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",704,105.802499,10.09643079,VNM,Viet Nam,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,158
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",704,105.802499,10.09643079,VNM,Viet Nam,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,159
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",705,14.82209486,46.11958061,SVN,Slovenia,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,160
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",705,14.82209486,46.11958061,SVN,Slovenia,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,161
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",706,46.20367477,4.406485729,SOM,Somalia,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,162
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",706,46.20367477,4.406485729,SOM,Somalia,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,163
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",710,24.67184355,-29.99957544,ZAF,South Africa,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,164
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",710,24.67184355,-29.99957544,ZAF,South Africa,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,165
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",716,29.86909584,-19.00075492,ZWE,Zimbabwe,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,5.862319,,5.862319,2015,5.862319,DHS,C,166
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",716,29.86909584,-19.00075492,ZWE,Zimbabwe,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,167
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",724,-3.554078296,40.39211472,ESP,Spain,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,168
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",724,-3.554078296,40.39211472,ESP,Spain,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,169
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",728,30.32618773,7.290839152,SSD,South Sudan,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,170
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",728,30.32618773,7.290839152,SSD,South Sudan,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,171
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",732,-13.13515523,24.66265342,ESH,Western Sahara,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,172
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",732,-13.13515523,24.66265342,ESH,Western Sahara,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,173
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",736,29.95650159,16.02643066,SDN,Sudan,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,174
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",736,29.95650159,16.02643066,SDN,Sudan,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,175
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",740,-55.90626394,4.132603197,SUR,Suriname,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,176
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",740,-55.90626394,4.132603197,SUR,Suriname,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,177
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",744,13.38071013,78.82894131,SJM,Svalbard and Jan Mayen Islands,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,178
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",744,13.38071013,78.82894131,SJM,Svalbard and Jan Mayen Islands,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,179
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",748,31.50149288,-26.56471011,SWZ,Swaziland,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,180
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",748,31.50149288,-26.56471011,SWZ,Swaziland,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,181
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",752,14.3775338,60.60103109,SWE,Sweden,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,182
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",752,14.3775338,60.60103109,SWE,Sweden,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,183
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",756,8.223158,46.96617097,CHE,Switzerland,1,18-29,FEMALE,PERCENT,18 to 29 years old,Female,Percentage,,,,,,,,,,,,,,,,,,184
2018.Q2.G.01,VC_VAW_SXVLN,"Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)",756,8.223158,46.96617097,CHE,Switzerland,2,18-29,MALE,PERCENT,18 to 29 years old,Male,Percentage,,,,,,,,,,,,,,,,,,185
